person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Cătălin Stănescu,cătălinstănescu,cătălinstănescu@zzup.ro,2050504062554,1925-12-05,"Aleea Pop Nr. 790, Dabuleni, 537905",0740 263 055,08:d5:14:dd:d0:16,52.35.186.51,RO61OHSU4748063139897286,2025-04-15 08:49:19,15656,543,617,479940,8755840d-b190-4360-83c7-f47ef904e529
Codruța Barbu,codruțabarbu,codruțabarbu@141.ro,8471210181057,1914-11-01,"Drumul Clarisa Toma Nr. 388, Baciu, 706536",0711 022 308,41:08:0e:14:91:03,60.109.21.91,RO14UBRZ9060601532831303,2025-04-15 08:49:19,7235,776,658,1894978,abada964-f3ae-4eea-9072-414708c17a03
Venera Dochioiu,veneradochioiu,veneradochioiu@gmail.com,5260803449651,1961-12-18,"Strada Dima Nr. 72 Bl. 45  Sc. 29 Ap. 967, Cumpana, 236382",0765 042 960,81:c8:26:fd:98:d2,151.143.143.244,RO76TMQG9141919359072906,2025-04-15 08:49:19,28020,393,410,866788,13452018-49f9-4f52-b471-7c886e200234
Floarea Toma,floareatoma,floareatoma@gmail.com,7740817325335,1983-08-15,"Strada Suciu Nr. 78 Bl. 22  Sc. 84 Ap. 637, Uricani, 677553",0760 119 364,9c:f1:c2:44:33:8f,71.53.169.35,RO70BIZQ2765467334372161,2025-04-15 08:49:19,2135,177,6,1362008,390146c8-c948-40e3-ade7-27262b3710aa
Sandu Marin,sandumarin,sandumarin@email.ro,1140522064197,1931-05-07,"Strada Tomescu, Ruscova, 258384",0736 714 124,2c:da:53:c9:d0:98,5.142.17.200,RO95QUNL5462731757944867,2025-04-15 08:49:19,31954,5,698,242203,165cebf5-fd4a-4ef0-8011-267b53c29994
Ileana Niță,ileananiță,ileananiță@gmail.com,6941216262067,2012-11-17,"Bulevardul Lică Georgescu Nr. 935 Bl. 75  Sc. 59 Ap. 757, Darabani, 216440",0757 592 317,08:7a:25:96:5f:19,197.94.217.99,RO12UMFZ7342591829579055,2025-04-15 08:49:19,27943,491,214,800658,f9692529-6ebe-482b-a09c-17d1c6f72203
Lia Marin,liamarin,liamarin@kappa.ro,2420111453155,1947-06-07,"Aleea Ababei Nr. 38 Bl. 63  Sc. 71 Ap. 105, Sabaoani, 781082",0725 461 274,69:8c:d0:e0:ce:6f,97.101.24.117,RO78JNSO8139412917362295,2025-04-15 08:49:19,12815,35,590,764442,81c44aab-e924-4c8d-9f03-3f68b6e4306e
Angela Dobre,angeladobre,angeladobre@gmail.com,6380208378549,2020-08-02,"Drumul Dinu Nr. 96, Siria, 977689",0728 482 270,93:41:75:a1:c9:da,109.13.189.71,RO54JYRL5747569960365884,2025-04-15 08:49:19,9578,723,107,611051,1b100d78-ebb8-4253-ade1-f43a92ee6fe2
Ioanina Diaconu,ioaninadiaconu,ioaninadiaconu@zzup.ro,4061113151470,2005-08-26,"Strada Gheorghiu Nr. 35, Iernut, 933053",0245 768 117,57:37:df:ea:a3:2a,131.97.141.220,RO60UCQX1537261602621825,2025-04-15 08:49:19,6285,3,525,721494,a565966d-9814-4b0b-98c9-f2ee6124b61a
Adi Niță,adiniță,adiniță@acasa.ro,8291128466554,1968-02-13,"Aleea Alma Nistor Nr. 905 Bl. 28  Sc. 14 Ap. 735, Valea lui Mihai, 910332",0734 563 932,6a:74:51:e2:10:41,53.232.198.91,RO38EMWV7169259971240455,2025-04-15 08:49:19,4950,535,487,404327,ac6ca637-8989-43fc-bb8a-a49c79ef21ee
Mina Diaconu,minadiaconu,minadiaconu@kappa.ro,2320217193779,1996-08-26,"Drumul Barbu, Miercurea-Ciuc, 494029",0752 733 464,99:51:aa:36:43:e9,161.251.42.167,RO09EQQW9998377463378392,2025-04-15 08:49:19,267,53,336,977389,70f590e6-8c07-4717-a899-8f4aad676211
Horațiu Nemeș,horațiunemeș,horațiunemeș@141.ro,5231110370011,1942-01-20,"Intrarea Lascăr Stancu Nr. 320, Bumbesti-Jiu, 481890",0265 117 504,f8:1d:5c:44:9a:8a,71.52.68.230,RO30FYQL1778376401933482,2025-04-15 08:49:19,18866,997,662,206151,217cb30d-a911-455c-91fb-d089c8df07d9
Dana Pop,danapop,danapop@gmail.com,2670625186202,1913-01-28,"Drumul Ortansa Dochioiu Nr. 863 Bl. 43  Sc. 43 Ap. 162, Urziceni, 135870",0240 706 236,94:fc:43:96:6c:3f,118.245.127.73,RO51CCJS2772104447379083,2025-04-15 08:49:19,2505,668,30,339567,39844e81-b41c-4c2e-a25a-3a3eef4d1443
Celia Niță,celianiță,celianiță@gmail.com,3180821110600,2003-06-04,"Aleea Preda Nr. 50, Rosiori de Vede, 491715",0747 348 711,d9:d5:ed:32:e4:38,19.232.113.157,RO31QXKZ6507058634403015,2025-04-15 08:49:19,12148,814,43,452423,68d571be-3b62-47e2-bbcc-0d1ff14f5ecf
Cătălina Diaconescu,cătălinadiaconescu,cătălinadiaconescu@zzup.ro,6881112409710,1955-10-30,"Bulevardul Simona Nistor Nr. 63 Bl. 23  Sc. 13 Ap. 482, Hateg, 427840",0722 883 395,3f:eb:23:ad:bd:7e,86.112.97.185,RO82WRRS7159004035858152,2025-04-15 08:49:19,19952,281,128,728242,3a4d36e4-9364-472d-b5c1-5a4bddad3b68
Nadia Diaconu,nadiadiaconu,nadiadiaconu@email.ro,4340620466101,1932-05-09,"Drumul Toma Nr. 914, Baia, 470445",0711 941 524,9e:d0:63:56:73:91,155.242.106.137,RO55WQRE9252920268150626,2025-04-15 08:49:19,29340,39,671,626097,679d7568-e80a-45ba-9bdd-334a44f453c3
Lioara Manole,lioaramanole,lioaramanole@acasa.ro,6970119254811,1918-08-14,"Soseaua Georgia Dinu Nr. 78, Pechea, 378000",0755 912 587,bc:cd:41:79:b6:59,16.87.44.43,RO05RWWK0795375373698454,2025-04-15 08:49:19,22776,686,703,1228828,c3050949-7052-4bd7-bcfc-47cd01bd0a49
Valentin Albu,valentinalbu,valentinalbu@email.ro,1970121073975,1953-03-26,"Strada Dima Nr. 36, Domnesti, 498329",0771 345 616,eb:49:f4:4a:af:d1,8.161.131.9,RO32FUJF0397094524735928,2025-04-15 08:49:19,19190,94,219,1841240,92be568e-8468-4301-9631-2c09f827b730
Carol Diaconu,caroldiaconu,caroldiaconu@kappa.ro,1241204062321,1978-08-02,"Intrarea Pușcașu Nr. 654, Mioveni, 758644",0763 197 529,86:8a:af:a9:ca:28,110.241.119.179,RO83BTWO3702932678788835,2025-04-15 08:49:19,24942,572,600,1283141,3d4d8ef8-180f-4072-98e7-b2397817750c
Filip Nistor,filipnistor,filipnistor@141.ro,8440624462774,1944-01-17,"Aleea Vasilica Tomescu Nr. 264 Bl. 85  Sc. 19 Ap. 754, Beclean, 776419",0264 593 145,25:d3:65:42:d7:5d,76.52.89.197,RO79EXCW2284341536285871,2025-04-15 08:49:19,26414,25,667,911721,668fa856-7269-4064-bb37-52c681a467a1
Norica Georgescu,noricageorgescu,noricageorgescu@141.ro,8750101243713,1997-07-24,"Bulevardul Dumitra Mazilescu, Strehaia, 766515",0766 216 993,fb:51:3c:a4:51:e7,50.65.223.127,RO09KZUH9227896354490470,2025-04-15 08:49:19,30610,99,634,893307,6b79dd80-4076-49ed-8785-92e2ba6070b0
Remus Dima,remusdima,remusdima@gmail.com,4280924119439,1972-08-02,"Bulevardul Matei Ene Nr. 406 Bl. 74  Sc. 56 Ap. 880, Harsova, 393631",0232 695 759,b0:d9:45:87:ed:6b,66.247.246.172,RO18PFJE1576271682753989,2025-04-15 08:49:19,22649,225,399,380894,0eb20ec9-19f5-4b23-8c87-00e0ab4f5a91
Crin Cristea,crincristea,crincristea@gmail.com,3170129122669,1977-08-10,"Drumul Janina Tabacu Nr. 280 Bl. 18  Sc. 45 Ap. 738, Brasov, 164679",0749 791 453,b8:d5:f7:2f:22:52,107.6.137.131,RO82AWSG8926561657286576,2025-04-15 08:49:19,3097,577,130,608059,410533c5-980e-4f64-9dff-f614ba059e1f
Adelaida Dobre,adelaidadobre,adelaidadobre@acasa.ro,6971227039651,1913-04-11,"Aleea Timea Ioniță Nr. 70, Gilau, 328017",0232 376 247,2a:c5:0f:35:c4:da,54.101.8.151,RO92HJWR3196158180980132,2025-04-15 08:49:19,19453,528,637,242093,e79b5241-67d5-4d62-9611-5201205139af
Steluța Nemeș,steluțanemeș,steluțanemeș@141.ro,2470102327322,2023-07-08,"Soseaua Stoica Nr. 86, Borsa, 977861",0726 011 992,e7:e1:0b:8e:4b:6d,50.114.206.131,RO24MNYT3927935999396588,2025-04-15 08:49:19,9243,802,512,1904679,8f90e57f-7da3-4cdc-9c04-603f22e16a1e
Iacob Pop,iacobpop,iacobpop@zzup.ro,6750906053833,1982-05-26,"Bulevardul Adela Marin Nr. 170 Bl. 58  Sc. 40 Ap. 138, Alexandria, 598352",0766 109 358,6c:70:98:af:f1:f8,125.119.149.103,RO02BQNM5240137640553831,2025-04-15 08:49:19,5618,439,541,477593,2d342ba5-ba69-4dea-a03b-84adb72b18ec
Roza Dochioiu,rozadochioiu,rozadochioiu@kappa.ro,6320202359655,1928-08-20,"Intrarea Ene Nr. 461 Bl. 39  Sc. 22 Ap. 373, Petrila, 586022",0231 014 468,1b:1d:3b:78:18:97,23.217.107.146,RO46RZZX0888315951520777,2025-04-15 08:49:19,28388,767,231,957606,11089dac-3d04-4df1-9080-6321a29ab00c
Denis Mazilescu,denismazilescu,denismazilescu@kappa.ro,5490225322563,1978-06-03,"Aleea Manole Nr. 63, Peretu, 879115",0268 301 346,10:5c:86:8a:67:4c,159.133.6.108,RO38ZGAT0305400701829967,2025-04-15 08:49:19,30981,499,686,715447,7cc6649a-0ada-41cb-8870-e09fd1b70279
Roxelana Stan,roxelanastan,roxelanastan@post.ro,4150913266021,1936-12-01,"Aleea Aanei, Vulcan, 628090",0261 469 791,c4:69:2f:ad:5e:f5,117.123.246.17,RO17JHBT4551193055323439,2025-04-15 08:49:19,2599,788,656,503499,b90a2051-ba7d-460a-8591-f099af0bd3ba
Iulian Dima,iuliandima,iuliandima@zzup.ro,5500415177345,1946-03-16,"Bulevardul Oprea, Berceni, 967454",0234 296 300,9a:0d:57:9f:96:dd,38.48.163.6,RO45GSTO2850056300668818,2025-04-15 08:49:19,8121,186,735,1934382,bdfc04a1-2e0d-4392-b29d-701c049d5d35
Gregorian Dinu,gregoriandinu,gregoriandinu@gmail.com,6520607089072,2002-10-04,"Bulevardul Demetra Mocanu, Ramnicu Valcea, 369279",0726 887 516,df:a1:30:1e:ac:26,152.150.251.223,RO15QXBH1122589409733592,2025-04-15 08:49:19,29011,129,597,874102,92262452-fa0f-44e6-9a79-e38b54a2ec1c
Albert Tudor,alberttudor,alberttudor@acasa.ro,2560725255368,2010-07-26,"Drumul Sergiu Stan Nr. 21, Jilava, 206689",0265 696 327,bc:ed:f2:c9:3b:6e,149.127.199.37,RO42NEYP5247200169577297,2025-04-15 08:49:19,24967,45,736,943910,45c2698f-1a52-4ffc-883a-0318cb82e30f
Hortensia Eftimie,hortensiaeftimie,hortensiaeftimie@gmail.com,2390322400846,2004-04-11,"Drumul Tudor Nr. 651 Bl. 76  Sc. 10 Ap. 464, Mogosoaia, 983070",0759 983 200,8e:77:6a:82:bc:c2,108.167.110.111,RO43CCZN0317215276939079,2025-04-15 08:49:19,14004,220,371,639222,e6680ffa-b8a6-484c-8137-f485e4768f06
Norbert Nemeș,norbertnemeș,norbertnemeș@141.ro,1130518448731,1999-02-10,"Aleea Pușcașu, Tuzla, 266603",0758 453 427,b7:eb:3e:4f:fb:a6,185.125.82.149,RO81XFXA3564375320380881,2025-04-15 08:49:19,3388,221,303,1689460,6041923e-4055-4028-aba3-cbc6ed257296
Angel Mocanu,angelmocanu,angelmocanu@gmail.com,4310105265602,1983-12-20,"Soseaua Ionescu Nr. 232, Moldova Veche, 144941",0754 937 466,50:fd:7f:76:93:77,44.104.248.230,RO32TAGJ0115485984927979,2025-04-15 08:49:19,34605,817,449,1054834,b9855b37-9ace-49af-b68f-e775dcb63d0e
Alistar Nistor,alistarnistor,alistarnistor@acasa.ro,5050931085667,1921-05-07,"Intrarea Albu, Peretu, 124639",0751 826 775,fd:84:7a:74:e3:a5,202.65.198.245,RO19MBFQ2587534517343796,2025-04-15 08:49:19,19464,111,354,1283580,4de390d5-cf0c-4e66-bba7-b0a8d9c5953d
Izabela Oprea,izabelaoprea,izabelaoprea@gmail.com,7730625147971,1990-08-12,"Soseaua Ionescu, Fetesti-Gara, 158777",0263 020 258,cd:89:f7:a3:85:9a,156.136.166.72,RO37JNPE9974476084494827,2025-04-15 08:49:19,436,392,415,1897053,194407e9-786c-4420-ae01-a502a4bfb778
Arian Popescu,arianpopescu,arianpopescu@gmail.com,4330401068551,1935-02-11,"Drumul Vlădelina Popa, Branesti, 656494",0755 754 413,f5:54:e2:79:18:54,221.198.254.134,RO70SWGT4686580826340426,2025-04-15 08:49:19,13451,601,297,1140168,f0a36789-5fd7-4f44-b1dd-7f18db75a1e0
Cedrin Pușcașu,cedrinpușcașu,cedrinpușcașu@kappa.ro,2871225265728,1914-11-21,"Drumul Georgescu, Raducaneni, 492630",0231 402 011,d1:53:25:09:04:73,34.87.32.182,RO94QWIF4915522556777956,2025-04-15 08:49:19,21417,334,713,1134135,1ac7a50b-53e5-4cf1-8973-b7ebe04e1a2e
Mitruț Ene,mitruțene,mitruțene@kappa.ro,6110624109561,2023-09-20,"Strada Ene, Ploiesti, 248806",0263 224 544,d0:a7:41:b4:fa:d0,50.121.112.140,RO97DLRK7924654462884121,2025-04-15 08:49:19,11481,698,651,235911,41ee2af8-8d94-4339-9274-4f643b6822cc
Zenovia Stancu,zenoviastancu,zenoviastancu@email.ro,1861114450366,2000-11-05,"Drumul Victor Oprea Nr. 427, Glina, 338405",0728 168 082,b9:fc:20:51:65:b7,68.38.32.97,RO19NEFU4303532791474244,2025-04-15 08:49:19,19003,582,294,1657196,4a1ef0a2-f1cb-4775-8057-d2142017162d
person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic
Vlad Stan,vladstan,vladstan@email.ro,8380508169506,1980-06-25,"Bulevardul Stănescu Nr. 88, Valea Caselor (Dragasani), 833126",0259 985 913,4a:ed:37:13:79:8d,211.99.176.227,RO39LQXD6747738761733571,2024-06-01 21:55:49,25180,980,85,465463
Antonela Stancu,antonelastancu,antonelastancu@zzup.ro,3440627456239,1943-09-25,"Intrarea Ivan Popa Nr. 669 Bl. 69  Sc. 83 Ap. 182, Slatina, 233892",0252 065 536,13:0d:c5:a8:e1:8c,60.127.60.102,RO69CMIZ5455845917001756,2024-12-02 07:06:44,21372,725,122,1089827
Pătru Tudor,pătrutudor,pătrutudor@post.ro,3640721325310,1919-02-23,"Aleea Dochioiu Nr. 728, Reghin, 737015",0742 494 328,91:ca:c5:57:7f:d2,124.137.228.164,RO39TZZT7680532757565809,2024-05-07 01:46:21,21129,305,391,1874808
Vicenția Niță,vicențianiță,vicențianiță@141.ro,5320304203028,1989-03-08,"Intrarea Preda Nr. 671, Valea Mare (Babeni), 387432",0268 683 644,a2:d6:d6:d3:4c:36,148.225.25.165,RO04ATVW5275784592232027,2025-02-04 02:49:10,4775,843,113,1580120
Cedrin Dochioiu,cedrindochioiu,cedrindochioiu@141.ro,5131129435974,1956-02-11,"Soseaua Voinea Nr. 853 Bl. 61  Sc. 80 Ap. 412, Oravita, 150045",0722 191 151,f2:2e:94:4f:66:ec,192.109.30.2,RO03QWHK5158503098375551,2024-11-09 09:07:44,30351,125,146,343238
Romanița Manole,romanițamanole,romanițamanole@kappa.ro,4140824243992,1979-10-03,"Strada Robert Ene Nr. 50 Bl. 86  Sc. 15 Ap. 361, Mangalia, 231427",0765 327 264,d5:20:01:05:d5:60,34.248.224.241,RO85UGNG7444659223444423,2025-01-31 06:48:05,35155,433,375,1909140
Marilena Georgescu,marilenageorgescu,marilenageorgescu@kappa.ro,8220112331778,1979-02-12,"Strada Dima Nr. 117, Harlau, 267888",0743 303 980,cb:1c:80:a7:d1:49,133.211.179.179,RO31CQBW5715886156563465,2024-12-20 13:07:57,9337,194,453,1522259
Adelina Niță,adelinaniță,adelinaniță@email.ro,4270704324431,1996-08-07,"Strada Tudor Nr. 69 Bl. 13  Sc. 63 Ap. 760, Cisnadie, 562097",0724 240 284,82:7e:be:f6:07:26,37.198.240.93,RO23QCNL1585244027727418,2024-06-30 03:45:23,9804,918,282,1446248
Ghiță Tomescu,ghițătomescu,ghițătomescu@zzup.ro,5890603521070,1991-01-13,"Intrarea Nistor Nr. 57 Bl. 97  Sc. 74 Ap. 184, Balan, 352617",0720 118 983,96:e3:c4:5f:e1:d8,110.171.181.122,RO15ISUM1043518803668809,2024-12-02 17:57:01,3462,65,704,1365230
Beatrice Barbu,beatricebarbu,beatricebarbu@gmail.com,3840428041518,1920-06-04,"Intrarea Dima, Resita, 925380",0720 430 064,db:36:89:84:ff:cc,149.19.31.156,RO05SJIV3402668335828861,2024-07-12 01:58:03,22057,554,445,687852
Leontina Stoica,leontinastoica,leontinastoica@post.ro,2780716251930,2017-07-29,"Bulevardul Diaconescu Nr. 51, Orsova, 604920",0761 287 973,09:70:5a:38:e8:59,140.14.12.9,RO60DCTF5115464716234981,2025-01-27 19:25:26,10125,543,260,1906884
Sorina Stănescu,sorinastănescu,sorinastănescu@zzup.ro,2521228366327,1913-05-06,"Bulevardul Tabacu, Sovata, 959935",0751 435 999,71:6a:2e:a2:79:fc,107.127.200.105,RO09SXGC7109982216846412,2025-01-23 21:14:53,10390,121,685,606995
Eusebiu Pușcașu,eusebiupușcașu,eusebiupușcașu@141.ro,2270705015499,1917-07-02,"Bulevardul Edmond Dochioiu Nr. 72, Babadag, 217962",0243 059 149,1e:0a:06:65:e8:44,24.79.63.121,RO06FCUL8022854743266417,2024-05-07 03:05:23,28505,958,732,1401068
Anaida Toma,anaidatoma,anaidatoma@post.ro,1350309126163,1932-08-31,"Aleea Dochioiu Nr. 978 Bl. 37  Sc. 56 Ap. 721, Mihail Kogalniceanu, 377255",0758 774 106,52:c4:d1:eb:55:45,151.131.109.6,RO16HHIO9554158696515640,2024-07-18 17:14:35,24905,793,226,177645
Lazăr Nistor,lazărnistor,lazărnistor@email.ro,3341222213936,1928-10-24,"Bulevardul Stoica Nr. 15, Caracal, 754951",0745 343 647,e0:af:35:bd:14:f4,33.77.224.119,RO52OWHJ4665121994548568,2025-04-01 18:24:47,18219,498,793,988425
Costel Tudor,costeltudor,costeltudor@zzup.ro,2470127425002,1998-07-08,"Bulevardul Renata Niță Nr. 212 Bl. 44  Sc. 99 Ap. 325, Galati, 898256",0234 068 746,f4:ad:ee:f0:c4:e3,154.120.178.166,RO67POWE0524115431222431,2024-11-19 17:26:38,27603,550,320,330841
Ramona Dima,ramonadima,ramonadima@gmail.com,2580724050427,2002-01-01,"Bulevardul Cristea Nr. 40 Bl. 37  Sc. 49 Ap. 365, Lumina, 942398",0711 691 980,42:96:03:2f:20:95,28.22.225.242,RO29MMBJ5725563761039546,2025-01-26 22:30:12,31791,516,601,1222521
Dina Marin,dinamarin,dinamarin@gmail.com,1371014223857,2015-12-02,"Drumul Tudor, Carei, 136647",0244 671 487,63:4d:ad:34:43:ee,137.78.96.8,RO49TDDB2163170413809652,2024-09-30 07:26:45,964,676,706,303482
Florin Suciu,florinsuciu,florinsuciu@kappa.ro,1820430181574,2008-02-14,"Drumul Emanuel Florea Nr. 576, Targoviste, 191515",0268 507 334,ae:ba:45:a1:69:59,9.9.202.216,RO82EJAC7928590538416965,2024-08-18 16:12:28,21871,766,131,1401272
Leana Diaconescu,leanadiaconescu,leanadiaconescu@zzup.ro,3920525249218,1944-12-24,"Intrarea Cristea, Pogoanele, 939858",0243 873 116,66:a4:e5:d9:87:ca,176.107.14.218,RO35CCWG2693069573527748,2024-07-05 15:19:03,13941,332,638,19324
Ozana Cristea,ozanacristea,ozanacristea@kappa.ro,6550929385767,1942-12-27,"Drumul Voinea Nr. 348 Bl. 35  Sc. 24 Ap. 825, Schela Cladovei, 115845",0259 316 813,05:4f:9b:60:17:49,152.1.113.15,RO59QWXW5686474062488292,2024-09-29 19:27:19,20825,90,443,312596
Maricica Dobre,maricicadobre,maricicadobre@gmail.com,7450419175148,1960-11-24,"Drumul Manole, Orsova, 762210",0764 064 681,93:f7:68:24:37:6c,135.110.166.117,RO72TAZS9131701958578051,2025-03-23 05:13:00,19175,991,413,1758015
Grigore Barbu,grigorebarbu,grigorebarbu@acasa.ro,3601009152223,1978-04-27,"Intrarea Pușcașu Nr. 312, Seini, 125276",0762 735 984,0a:e4:98:1d:05:73,79.248.104.124,RO20EHJD4493803819561966,2024-05-22 04:47:56,10350,361,276,1578839
Eufrosina Aanei,eufrosinaaanei,eufrosinaaanei@email.ro,3100701133311,2012-05-17,"Intrarea Dinu Nr. 31 Bl. 11  Sc. 93 Ap. 157, Rasnov Romacril, 855639",0243 317 309,8f:af:57:e8:6f:d9,91.208.224.104,RO15LVCX7873544998829096,2024-10-23 15:29:35,2750,136,484,1242432
Roberta Cristea,robertacristea,robertacristea@zzup.ro,4660617309714,2004-03-12,"Drumul Dochioiu Nr. 465 Bl. 54  Sc. 40 Ap. 683, Brad, 204687",0734 547 980,62:a0:8c:f7:01:09,7.40.83.41,RO17QOGV8131858540545919,2024-11-08 22:38:19,25131,928,2,893125
Casian Popa,casianpopa,casianpopa@zzup.ro,2441205414471,2022-06-26,"Bulevardul Adina Tudor Nr. 81, Siret, 766545",0267 189 589,79:67:5f:98:98:a1,87.186.0.0,RO79JSLS9426363483095593,2025-04-08 19:04:56,27756,877,800,1700072
Anaida Popescu,anaidapopescu,anaidapopescu@kappa.ro,2170617280183,1985-06-12,"Strada Dima Nr. 301 Bl. 52  Sc. 78 Ap. 975, Harsova, 179596",0759 185 872,af:d0:b1:5c:fe:b5,41.62.24.231,RO46ZICC2910318344256248,2024-09-15 10:49:41,19245,358,564,850245
Răzvan Aanei,răzvanaanei,răzvanaanei@acasa.ro,1810816075096,2008-01-22,"Aleea Marioara Florea Nr. 88 Bl. 43  Sc. 56 Ap. 468, Motru, 211184",0253 596 193,a0:0d:c7:b1:43:b2,152.118.231.46,RO07KJUZ8399665886152774,2024-08-09 15:40:33,31337,254,154,915827
Georgel Dinu,georgeldinu,georgeldinu@email.ro,8230731053033,1964-06-07,"Soseaua Georgescu Nr. 725, Oravita, 322937",0267 172 889,32:77:08:fd:80:c1,107.23.217.141,RO17USQZ2122455396911317,2024-06-09 01:43:18,10833,857,415,387321
Ludmila Tabacu,ludmilatabacu,ludmilatabacu@post.ro,6940603404314,2012-08-28,"Strada Popescu Nr. 84, Odorheiu Secuiesc, 268561",0763 260 526,76:4d:56:5b:22:32,80.43.208.229,RO77SGHP6985197345763973,2025-04-03 00:01:04,1694,916,534,74997
Dalia Barbu,daliabarbu,daliabarbu@kappa.ro,7470110066050,1999-11-07,"Intrarea Diaconescu Nr. 35 Bl. 47  Sc. 21 Ap. 340, Domnesti, 697380",0741 668 937,31:67:38:f0:84:e5,146.153.17.38,RO25VKFE1209173742521566,2024-04-27 04:38:47,20388,858,682,1829672
Geanina Dima,geaninadima,geaninadima@zzup.ro,8750712342177,1986-12-14,"Bulevardul Aanei Nr. 997, Miercurea-Ciuc, 687288",0246 232 942,6a:8b:05:be:19:ea,76.78.111.6,RO57EVVB6431830074708514,2024-07-04 09:09:57,21742,757,580,1420371
Amza Barbu,amzabarbu,amzabarbu@kappa.ro,2240520236756,1960-11-24,"Strada Tudor, Segarcea, 263656",0766 206 018,da:f3:f9:02:95:00,61.47.61.238,RO49XYCS2124312577848539,2024-10-23 18:38:51,15792,73,394,1858509
Sebastian Ababei,sebastianababei,sebastianababei@post.ro,6451018154039,1959-11-05,"Intrarea Preda Nr. 28, Campulung Moldovenesc, 589167",0258 081 725,83:b7:ed:bb:f0:7f,17.84.143.1,RO72DSRG7717659959263179,2024-08-31 15:53:09,17079,288,558,725114
Miruna Popa,mirunapopa,mirunapopa@acasa.ro,8180413315371,1969-09-23,"Drumul Albu Nr. 39 Bl. 56  Sc. 22 Ap. 339, Apahida, 830728",0769 558 740,90:39:1a:ea:9c:61,211.252.218.170,RO86EDPD4293277364437357,2024-12-30 16:46:16,31721,405,164,628694
Noemi Dima,noemidima,noemidima@zzup.ro,7930613105637,1933-11-23,"Soseaua Dida Cristea Nr. 23, Oradea, 904188",0269 689 615,0e:e4:83:6e:e9:76,53.180.166.236,RO81NVHI3385559801334126,2024-12-15 03:40:40,25692,234,34,869017
Claudia Cristea,claudiacristea,claudiacristea@zzup.ro,4351231054041,2017-01-02,"Soseaua Tomescu Nr. 454, Baicoi, 120012",0769 090 529,14:53:56:8f:3e:23,67.180.134.167,RO34WPJO0697954620499292,2024-12-25 22:14:24,20108,799,773,1587381
Savina Tomescu,savinatomescu,savinatomescu@post.ro,6830609518753,2004-07-25,"Strada Ghiță Albu Nr. 761, Zalau, 648061",0728 734 629,50:27:01:27:3d:c3,12.199.125.243,RO51MBYH8716674505044199,2025-03-28 16:32:33,31071,681,682,1283906
Marcela Stan,marcelastan,marcelastan@zzup.ro,4790721416183,1970-05-30,"Bulevardul Gina Dochioiu, Carei, 510902",0720 580 667,77:27:ab:30:1f:93,213.173.70.141,RO72SRQA1471881541115619,2025-03-07 05:01:25,34028,15,119,465937
Bucur Cristea,bucurcristea,bucurcristea@gmail.com,2081008208057,1991-10-18,"Intrarea Cristea, Horodnic de Sus, 836126",0238 066 505,b8:64:53:ba:5c:d8,135.229.175.20,RO57FXOI5503799012984058,2024-08-26 14:53:36,17421,266,103,1399793
Alis Manole,alismanole,alismanole@141.ro,6151223410407,2017-10-15,"Soseaua Aurelian Popescu, Slatina, 376701",0269 777 905,f5:f1:dd:9f:45:3e,217.203.247.77,RO33DHGN6673846320477995,2024-08-14 23:39:22,32781,559,717,53609
Mărioara Stan,mărioarastan,mărioarastan@gmail.com,6790910404126,1930-04-21,"Bulevardul Dinu Tomescu, Dumbraveni, 294402",0740 133 652,6d:78:d5:df:df:02,110.22.35.226,RO32CKII1694321126654832,2024-07-19 13:44:47,19498,947,782,612534
Vladimir Florea,vladimirflorea,vladimirflorea@zzup.ro,3391229255314,1998-09-17,"Aleea Florea, Caracal, 862047",0748 111 352,7a:34:bd:65:b4:e0,43.198.105.157,RO33DBQK8718084376545375,2024-05-15 10:05:54,33052,795,425,821675
Carmen Ene,carmenene,carmenene@zzup.ro,7770512100885,1928-04-27,"Intrarea Amedeu Aanei Nr. 27 Bl. 44  Sc. 80 Ap. 683, Baraolt, 841619",0769 642 894,65:b8:6a:a8:64:03,71.92.53.3,RO30DILV6417720307508341,2025-03-15 23:09:18,26173,251,584,1012629
Leana Gheorghiu,leanagheorghiu,leanagheorghiu@gmail.com,6900418012482,2010-03-01,"Strada Ardelean, Tecuci, 725053",0768 886 046,7d:aa:f7:10:1f:df,62.46.52.44,RO63LHNT0842946681902103,2024-12-18 14:09:45,5703,73,758,1833454
Felix Ene,felixene,felixene@gmail.com,5401217421360,1929-02-04,"Intrarea Barbu, Bragadiru, 941204",0744 613 610,4c:71:5f:09:ab:87,181.72.136.188,RO86TXMQ2431028723958312,2025-03-15 11:04:41,5522,996,798,1021210
Viorel Nistor,viorelnistor,viorelnistor@post.ro,4140601147913,2019-03-26,"Soseaua Carol Tabacu Nr. 497 Bl. 82  Sc. 27 Ap. 245, Vlahita, 513990",0234 334 888,6f:ec:11:1c:5f:86,121.159.164.121,RO49ZURF3398114924849621,2025-02-06 16:21:06,31552,204,418,949205
