person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Aglaia Stancu,aglaiastancu,aglaiastancu@141.ro,8060218199734,1957-01-25,"Strada Dan Voinea Nr. 385 Bl. 29  Sc. 75 Ap. 828, Targu Frumos, 439790",0786 617 037,48:bd:c8:3f:b3:4f,159.219.0.144,RO91EKNH0325965317781937,2025-04-08 18:02:04,13727,596,143,1837831,d7d14d43-55ca-40d1-9550-43e7286a85b5
Romanița Albu,romanițaalbu,romanițaalbu@gmail.com,8641021280083,1964-02-19,"Soseaua Stănescu Nr. 61 Bl. 69  Sc. 28 Ap. 781, Caransebes, 715744",0764 467 055,b0:47:ed:f2:03:e6,56.13.20.229,RO42MJWM6211323704365867,2025-04-08 18:02:04,21190,336,1,1659733,adca8773-b19a-464d-b742-3a12f85cab43
Simina Pușcașu,siminapușcașu,siminapușcașu@gmail.com,3091007130761,1951-04-13,"Aleea Dobre, Baicoi, 716167",0753 888 384,2e:b7:74:14:6c:ee,219.141.10.130,RO52XRLX4689585926340866,2025-04-08 18:02:04,29656,589,85,1533573,fcc0469b-9c48-4429-b3c3-010bbb79b1e7
Marian Eftimie,marianeftimie,marianeftimie@post.ro,2560301357570,1997-03-15,"Intrarea Eleonora Eftimie Nr. 993 Bl. 56  Sc. 42 Ap. 571, Cristuru Secuiesc, 308855",0772 018 259,0c:f8:38:66:be:e9,28.49.229.99,RO92DQEW7992307920656900,2025-04-08 18:02:04,313,935,353,358136,64a04f29-6b9d-42c8-947d-22ddcabe896b
Olivia Ardelean,oliviaardelean,oliviaardelean@post.ro,1950214010319,1946-01-23,"Soseaua Voinea Nr. 590 Bl. 34  Sc. 53 Ap. 981, Covasna, 967663",0249 931 585,96:a8:ad:91:a0:b2,223.145.34.134,RO35HBKX8766732522968128,2025-04-08 18:02:04,18716,501,535,1189661,b34cd73b-f8ed-46b7-8084-073461a46e88
Ozana Ababei,ozanaababei,ozanaababei@141.ro,1391126461731,2011-12-17,"Drumul Pop Nr. 12, Baicoi, 297218",0769 323 222,18:c7:cc:e7:a0:5e,136.173.245.150,RO29CHRK5508184680510895,2025-04-08 18:02:04,10311,564,228,1990664,e7fa934c-2759-4c7d-83ee-11c5bfb2368a
Aristide Dobre,aristidedobre,aristidedobre@gmail.com,5810412282646,1954-11-17,"Soseaua Anda Stoica Nr. 267 Bl. 31  Sc. 43 Ap. 667, Simeria, 782532",0245 287 714,86:5f:99:89:0c:8e,121.14.61.116,RO82ZBPY2901852110563466,2025-04-08 18:02:04,1817,488,417,1606369,249ef0a1-fbf1-49a7-9bc9-49da5688bea3
Adelin Stănescu,adelinstănescu,adelinstănescu@acasa.ro,5490805189000,1950-10-23,"Soseaua Cristea, Tuzla, 430753",0786 612 801,80:3c:36:63:c5:33,191.72.175.187,RO25FEEY3344434586629158,2025-04-08 18:02:04,24786,781,343,313206,eb01b1a7-0ce6-438e-a0f8-9051e430517c
Gabriela Dochioiu,gabrieladochioiu,gabrieladochioiu@post.ro,6310203073238,2010-05-14,"Soseaua Panait Popa, Gheorgheni, 971482",0261 538 940,9e:1d:15:b7:7c:db,112.112.224.79,RO95WGYL4071202320738836,2025-04-08 18:02:04,29182,557,503,1631445,77ec780c-c4fa-4591-b9b9-9c0290c37327
Teodora Preda,teodorapreda,teodorapreda@kappa.ro,5980908342302,1973-11-22,"Aleea Cătălina Dima, Sebis, 523947",0765 389 055,e8:34:5f:8b:f6:6d,81.1.160.27,RO16CIMY4577677690416379,2025-04-08 18:02:04,2215,418,484,1855801,cc85f5bc-aded-44bc-8f67-8caf4645f70b
Emanoil Stoica,emanoilstoica,emanoilstoica@gmail.com,3280801043651,1965-08-28,"Bulevardul Barbu Nr. 76 Bl. 84  Sc. 18 Ap. 165, Fagaras, 426208",0257 524 736,ee:ea:5d:a5:a5:5c,201.104.109.249,RO98JMLG8317710327636863,2025-04-08 18:02:04,31834,691,113,551020,6ab5fdfc-8f9e-4ba1-adb4-59e7bd99a826
Antonia Eftimie,antoniaeftimie,antoniaeftimie@gmail.com,8640625062683,1914-06-07,"Soseaua Ionuț Stancu Nr. 69 Bl. 55  Sc. 31 Ap. 315, Bals, 743625",0253 635 119,3e:69:16:4a:de:34,170.143.196.73,RO89GRCM7562206919036448,2025-04-08 18:02:04,31459,7,695,232119,b08a9207-ffa5-4b6e-b407-eaa96c84335a
Ladislau Niță,ladislauniță,ladislauniță@post.ro,4310718181643,1915-05-22,"Bulevardul Dinu, Sinaia, 776871",0732 320 174,f6:a9:b6:11:da:48,30.69.120.72,RO34FHAB3639754176169508,2025-04-08 18:02:04,30008,68,662,383667,bd64e225-9f39-4ae0-9bc4-e12411128b37
Paulina Tudor,paulinatudor,paulinatudor@gmail.com,1230118453748,1913-10-12,"Soseaua Dinu Nr. 240 Bl. 76  Sc. 81 Ap. 148, Deva, 856736",0239 441 224,e4:d6:cc:d0:2b:5b,177.8.222.202,RO65JQCY7647967735364252,2025-04-08 18:02:04,24290,605,489,2984,c58287ac-3862-4d41-b683-17d0fca7d338
Mirabela Dumitrescu,mirabeladumitrescu,mirabeladumitrescu@141.ro,5570830406679,1985-03-25,"Bulevardul Romanița Stan, Codlea, 891480",0751 472 508,66:90:9d:ae:f8:a2,191.15.98.142,RO12XCVT6433529694952774,2025-04-08 18:02:04,25829,904,241,1994867,37656e9a-22b8-44a0-9ccd-bd494e6d7a8f
Blanduzia Stănescu,blanduziastănescu,blanduziastănescu@post.ro,7561118449640,1940-12-08,"Drumul Ardelean Nr. 304, Moisei, 878001",0237 452 019,e8:c7:16:34:2f:8c,30.207.33.192,RO32IZWQ7049993649085129,2025-04-08 18:02:04,29043,839,612,122885,13460ce1-65c9-4aa4-88dd-663bb8b9f383
Ludovica Dima,ludovicadima,ludovicadima@post.ro,8500907064931,1986-01-27,"Aleea Corneliu Pop, Ludus, 825063",0241 812 937,a6:5c:e7:56:77:b8,208.202.115.149,RO75BZAC2065595733029757,2025-04-08 18:02:04,34508,958,223,910546,a3c19a43-370c-4147-b73d-090a76d4d9cb
Mădălin Gheorghiu,mădălingheorghiu,mădălingheorghiu@gmail.com,7440424081032,1951-02-18,"Drumul Dinu Nr. 941, Siret, 521096",0251 839 737,8e:c1:e7:47:17:dd,191.232.73.177,RO35LKFZ0573961592103853,2025-04-08 18:02:04,25745,191,205,581096,b024ec7f-d713-45d7-981f-2636669b9ee7
Eleonora Albu,eleonoraalbu,eleonoraalbu@gmail.com,7590615430763,1915-04-29,"Strada Niță Nr. 31 Bl. 90  Sc. 17 Ap. 250, Dragalina, 360243",0241 357 806,e2:b3:26:c0:ba:78,184.75.91.39,RO89FAXN3013291534082461,2025-04-08 18:02:04,19271,943,360,1346936,0e1bbff1-1a0c-4b1d-9c88-37b97a38d363
Arian Tomescu,ariantomescu,ariantomescu@email.ro,4960616348945,2015-01-09,"Bulevardul Tiberia Ionescu Nr. 18 Bl. 86  Sc. 88 Ap. 409, Ianca, 600747",0788 427 642,c2:a6:72:c1:98:85,101.222.78.23,RO52ZNAI6097918311320968,2025-04-08 18:02:04,26521,786,299,718037,d3e19af8-c0b3-4b60-9cd4-3401f0df9653
Alexe Mocanu,alexemocanu,alexemocanu@kappa.ro,1140124081736,1969-10-04,"Intrarea Stancu, Hateg, 681537",0730 705 519,2a:10:35:98:24:93,31.16.17.2,RO51CYDP4444532467052137,2025-04-08 18:02:04,31346,866,332,1771305,92aa68a3-55d9-4e03-b8e2-caddca08d894
Albertina Dochioiu,albertinadochioiu,albertinadochioiu@zzup.ro,8430626435468,1957-09-07,"Bulevardul Anica Gheorghiu Nr. 75 Bl. 64  Sc. 74 Ap. 165, Tudora, 231507",0721 280 442,12:23:df:c1:a9:4c,121.234.217.135,RO22FSYU1416811617974407,2025-04-08 18:02:04,27405,233,681,1866778,40061bda-0cc8-4714-a81c-7e5970c56405
Darius Voinea,dariusvoinea,dariusvoinea@acasa.ro,7361203167623,1941-08-08,"Intrarea Renata Tabacu Nr. 77 Bl. 59  Sc. 68 Ap. 948, Balan, 166030",0728 267 470,c6:3c:77:7c:5e:f4,89.170.158.219,RO71JVVZ8592533774832200,2025-04-08 18:02:04,35497,854,776,115475,77f3a73a-0692-4b01-9a0b-4a8e990c1404
Ieremia Aanei,ieremiaaanei,ieremiaaanei@email.ro,2680414295088,2023-03-27,"Bulevardul Mazilescu, Darmanesti, 766757",0747 868 679,80:e7:ed:19:61:36,26.115.168.247,RO36GFOD7200919000473539,2025-04-08 18:02:04,7318,339,292,1877113,948c0917-29a2-486a-bdfa-a3f3b47d5518
Eusebiu Albu,eusebiualbu,eusebiualbu@acasa.ro,3670930383147,1989-10-30,"Strada Carla Pușcașu, Uricani, 733799",0744 202 726,26:18:d5:a9:8b:21,14.98.23.115,RO69MKGV2480151561197228,2025-04-08 18:02:04,23160,147,21,1570388,55573486-b6c8-4d1c-ab9a-580fe3d78cf6
Anișoara Dobre,anișoaradobre,anișoaradobre@zzup.ro,3070326460409,1915-06-07,"Soseaua Ene Nr. 393, Podu Iloaiei, 344555",0258 828 676,d4:4b:3e:c4:58:0a,20.209.104.78,RO18YZXT2837923389551862,2025-04-08 18:02:04,31545,915,640,500095,e3ec6cf1-88e1-4b11-80a6-c05aef7f7394
Margareta Nistor,margaretanistor,margaretanistor@acasa.ro,1570517304400,1967-07-29,"Intrarea Tudor, Cugir, 953498",0239 864 963,0e:18:ae:64:89:5b,179.68.114.15,RO20HXZB2819905757815541,2025-04-08 18:02:04,1034,416,194,1157365,17bab436-3892-4556-9eef-21f2f2e4537b
Gianina Niță,gianinaniță,gianinaniță@post.ro,6640124233020,1937-10-17,"Aleea Pușcașu, Fetesti-Gara, 569194",0262 000 660,66:d6:f7:fa:fb:c0,190.108.109.124,RO72TAIO8603987913005421,2025-04-08 18:02:04,451,908,543,814854,52dce127-3ca7-4170-8b93-1e8aceb07bbb
Costel Eftimie,costeleftimie,costeleftimie@kappa.ro,4561005319158,1910-04-10,"Bulevardul Fiona Dinu, Bistrita, 263108",0248 203 825,e8:ea:b6:e8:5a:20,84.102.195.6,RO13PQWK5106738708553914,2025-04-08 18:02:04,9398,882,510,1631905,7953861f-8268-46a2-a91f-54ca3f208fe5
Inocențiu Manole,inocențiumanole,inocențiumanole@acasa.ro,7830219328762,2017-01-03,"Intrarea Albu Nr. 720, Poiana Mare, 393672",0257 405 777,5e:dc:b5:83:cf:d9,172.129.109.95,RO75TTMY1168189984364273,2025-04-08 18:02:04,28105,422,247,1654053,7031503b-971f-4578-bfb2-e2c2ab1fc664
Gențiana Stancu,gențianastancu,gențianastancu@kappa.ro,1160502325711,1997-04-03,"Drumul Georgescu Nr. 74 Bl. 48  Sc. 73 Ap. 876, Roseti, 556040",0237 081 347,4e:a3:33:57:6b:63,72.222.169.13,RO86VQYL7979006886961269,2025-04-08 18:02:04,34151,206,581,1247347,0e6b590f-0c35-451e-b9f0-5ff4add54df9
Rebeca Popescu,rebecapopescu,rebecapopescu@141.ro,2810203078995,1986-06-28,"Soseaua Diaconu Nr. 97 Bl. 81  Sc. 45 Ap. 755, Barbulesti, 590739",0734 541 996,b4:5d:92:ae:f6:8a,192.199.167.47,RO47IVKH6693278915896832,2025-04-08 18:02:04,4781,60,760,698090,8276024d-4ced-4b89-bf38-06e8167860b3
Eleonora Oprea,eleonoraoprea,eleonoraoprea@acasa.ro,6700617141341,1957-09-25,"Aleea Marian Cristea Nr. 41, Ploiesti, 702736",0725 497 288,40:7b:26:82:8b:b0,174.110.181.156,RO23CAVO4127747706596685,2025-04-08 18:02:04,4340,616,132,1361073,1fccd2b7-9b8b-489a-b1fe-f764586ec742
Sava Stancu,savastancu,savastancu@141.ro,4151228127366,1951-03-03,"Intrarea Dumitrescu Nr. 59, Cumpana, 962042",0243 403 400,40:bb:6b:4b:10:2b,17.234.54.199,RO52MCFY7261994956671200,2025-04-08 18:02:04,18454,221,271,1512794,795e23ec-997d-4684-b46f-08271288ea36
Emilian Nistor,emiliannistor,emiliannistor@kappa.ro,5781124351710,1980-12-21,"Intrarea Oprea Nr. 667, Branesti, 247614",0264 646 503,f4:e2:e6:cb:a0:b8,209.5.75.170,RO18FDYD8239005880314632,2025-04-08 18:02:04,21806,1,85,1541197,bd639f5b-b10d-4859-9fcc-d1e331f8dc73
Costache Ene,costacheene,costacheene@post.ro,7711010352921,1938-08-18,"Intrarea Dumitrescu, Satu Mare, 748671",0261 084 080,16:1c:2f:11:30:6d,66.108.35.53,RO28RMMN9822139265068847,2025-04-08 18:02:04,16826,804,484,1137953,c9b1ed0c-207f-4413-81a0-ef7f99866de1
Alexandru Stan,alexandrustan,alexandrustan@post.ro,8711129394717,2020-10-24,"Strada Dinu Nr. 31, Negresti, 615381",0244 169 440,5a:4f:4e:c8:ea:b6,139.254.253.226,RO82XFYL7901065093293498,2025-04-08 18:02:04,18496,939,21,204186,1ded1cfd-9479-499c-89da-44d1f7cee907
Cleopatra Stoica,cleopatrastoica,cleopatrastoica@141.ro,7040621393882,1961-03-28,"Bulevardul Anastasia Voinea Nr. 44, Uricani, 321699",0736 705 671,68:46:14:2c:58:0f,40.187.203.227,RO84OAHW6142967389641866,2025-04-08 18:02:04,8853,459,200,906927,5e148700-1720-42fa-8099-4b8d6e455d16
Teofil Stan,teofilstan,teofilstan@acasa.ro,4411218235883,2018-04-07,"Strada Dumitrescu, Moldova Veche, 916886",0261 274 417,b2:0e:f8:30:d1:a6,130.233.175.246,RO40MJQM4751874960315433,2025-04-08 18:02:04,31436,970,508,1586223,dd04af9e-b3fd-4484-a8c0-7d64636a3a38
Agata Ionescu,agataionescu,agataionescu@zzup.ro,6360102073742,1950-07-18,"Strada Achim Stănescu Nr. 791, Brasov, 576313",0738 616 884,c2:ea:ab:0a:37:f3,62.253.141.177,RO92OFXZ8928097502761716,2025-04-08 18:02:04,17764,22,780,1669729,71dea741-7fc7-4c1c-ae2a-aedb2c0b1e07
Alexandrina Florea,alexandrinaflorea,alexandrinaflorea@gmail.com,3900231385123,1955-12-04,"Strada Lucreția Ardelean, Harsova, 653220",0238 033 173,08:d9:e3:5d:47:ab,176.182.37.102,RO97OLTS1843881767203306,2025-04-08 18:02:04,14266,932,433,1988309,3431717b-a81f-409e-a018-c9fdeffda8d6
Heracleea Dima,heracleeadima,heracleeadima@email.ro,1130314346274,1960-12-20,"Soseaua Monica Mocanu, Topoloveni, 610299",0742 291 041,9a:51:e2:ff:e5:08,34.59.206.2,RO08QFZZ8595899296917897,2025-04-08 18:02:04,13581,221,253,1107294,b4febb60-13e1-4d79-b12a-f2f7889be9c0
Sofia Gheorghiu,sofiagheorghiu,sofiagheorghiu@kappa.ro,1960124235389,2020-01-12,"Intrarea Stana Cristea Nr. 667 Bl. 68  Sc. 71 Ap. 698, Navodari, 599079",0266 660 357,2c:b5:02:51:dc:6a,77.103.187.105,RO46RCYF9213584725827987,2025-04-08 18:02:04,24049,623,513,853513,07fdaf31-020f-4152-999d-d81e3768300a
Radu Mocanu,radumocanu,radumocanu@kappa.ro,3170707390687,2011-09-30,"Soseaua Popescu Nr. 207 Bl. 61  Sc. 52 Ap. 314, Ruscova, 216131",0268 570 775,f0:a7:76:0f:5e:b0,168.17.117.157,RO94VODJ9797944126078493,2025-04-08 18:02:04,9605,917,592,1648838,05f40bd5-5680-43d7-acf2-e8d67a58e3ea
Geanina Pop,geaninapop,geaninapop@141.ro,8940521280135,1953-01-31,"Aleea Avram Nistor Nr. 618 Bl. 38  Sc. 45 Ap. 965, Targu Ocna, 580638",0255 868 739,60:9f:fd:18:51:c4,43.54.89.38,RO54IRTC4489382741366796,2025-04-08 18:02:04,33771,379,559,987007,9101d810-f831-47d4-b5f1-949f0d2515b9
Radu Ardelean,raduardelean,raduardelean@141.ro,7710631524909,1955-05-06,"Intrarea Diaconu, Mangalia, 149811",0753 378 655,e2:dc:38:69:aa:81,29.169.130.185,RO85YKAY7634281260197426,2025-04-08 18:02:04,6534,328,91,1603562,94dc626a-e4f9-466c-b441-a90e55dc9893
Traian Diaconu,traiandiaconu,traiandiaconu@zzup.ro,6820520139289,1982-11-29,"Intrarea Dumitrescu, Sacueni, 845774",0747 594 954,8a:d4:ce:bf:c3:37,19.17.133.143,RO51GAQB5953823936124564,2025-04-08 18:02:04,18745,876,356,860791,e69773ea-4d7e-41c1-ac3a-d7cf8789040b
Petre Dochioiu,petredochioiu,petredochioiu@141.ro,8430704305020,1950-12-30,"Aleea Albu, Comanesti, 850076",0749 162 786,82:9b:b3:e9:10:bb,99.212.3.0,RO51FKVB5483005115564329,2025-04-08 18:02:04,23189,635,470,1881618,7242c699-ded9-46cf-8ae2-0d5e13f4fb90
Eftimie Albu,eftimiealbu,eftimiealbu@email.ro,2810828182441,1978-10-05,"Soseaua Nicoară Tabacu, Hunedoara, 187042",0723 606 462,b4:81:ef:cb:02:25,136.235.24.32,RO66QCKF8068270566406223,2025-04-08 18:02:04,35371,179,551,1031987,14560363-b080-4584-81bf-3df3e822f983
Nicodim Stănescu,nicodimstănescu,nicodimstănescu@acasa.ro,1350429193382,1921-02-20,"Aleea Petronela Ardelean Nr. 48 Bl. 99  Sc. 12 Ap. 621, Alba Iulia, 623787",0751 821 331,2c:39:5e:3e:03:2d,40.182.61.11,RO07NEWH5736022107167863,2025-04-08 18:02:04,16699,986,372,557706,a2eafff2-e7d6-44dd-8446-84f2970bf61a
Aurica Manole,auricamanole,auricamanole@141.ro,5500803462266,1966-10-14,"Aleea Ene Nr. 818, Cluj-Napoca, 794560",0763 472 900,da:9a:04:36:fb:7f,216.241.153.222,RO42PHGV1282476918725270,2025-04-08 18:02:04,10940,885,458,850175,3bea75b3-0f20-4fda-82dc-aae3678e5b77
Vincențiu Pușcașu,vincențiupușcașu,vincențiupușcașu@email.ro,8371128099895,1988-10-29,"Soseaua Stoica Nr. 136 Bl. 99  Sc. 58 Ap. 941, Targu Ocna, 312171",0760 506 008,94:bb:a3:c3:48:7b,204.201.224.221,RO39QEEH3283493830012847,2025-04-08 18:02:04,31460,233,355,225115,244aecd8-7db8-4f8b-af7c-c7f2a1e10b24
Aida Nistor,aidanistor,aidanistor@acasa.ro,4250608432244,1989-05-23,"Strada Suciu Nr. 66 Bl. 87  Sc. 45 Ap. 923, Homocea, 942823",0245 708 175,b6:56:35:76:a9:06,137.247.165.43,RO36TPWF0817645201301927,2025-04-08 18:02:04,10377,437,363,27280,00ec51cc-2864-490a-b229-bde4ccae2638
Steliana Mazilescu,stelianamazilescu,stelianamazilescu@kappa.ro,3110724271560,1991-07-28,"Intrarea Zamfir Dima Nr. 95 Bl. 65  Sc. 17 Ap. 578, Calafat, 604309",0250 959 739,a2:08:59:61:1e:52,84.242.44.144,RO76HWDK5674511935667296,2025-04-08 18:02:04,2521,597,379,975603,5fbee8f5-eaa6-46df-b501-d1f37846473a
Lioara Ababei,lioaraababei,lioaraababei@acasa.ro,6521016279260,1957-01-08,"Bulevardul Dominic Oprea Nr. 19 Bl. 13  Sc. 60 Ap. 919, Gherla, 715287",0263 058 279,bc:84:cf:8c:3e:0e,77.99.74.92,RO90UBYI5848815093387159,2025-04-08 18:02:04,3833,415,403,125478,bc2e9317-4688-4147-9c16-c361bb01e2a3
Eftimia Eftimie,eftimiaeftimie,eftimiaeftimie@acasa.ro,3590511023501,1994-09-29,"Soseaua Manuela Stancu Nr. 43, Baicoi, 418767",0737 560 651,b6:a5:17:65:cd:bf,83.58.77.87,RO63BIWU4323806100790300,2025-04-08 18:02:04,10740,480,332,636016,197ae71c-d16a-4219-aac6-79f29217ea51
Bianca Marin,biancamarin,biancamarin@141.ro,5081015158131,1990-12-10,"Aleea Suciu Nr. 407, Otopeni, 953636",0752 636 311,40:80:59:b9:f3:68,176.181.133.34,RO77YLFZ6598405641035437,2025-04-08 18:02:04,15716,791,792,999220,b71dd87e-b02c-4c7b-9944-b032bfc3600a
Maia Dochioiu,maiadochioiu,maiadochioiu@zzup.ro,3970403014403,1958-11-18,"Bulevardul Filofteia Preda Nr. 526 Bl. 38  Sc. 47 Ap. 486, Targu Jiu, 700010",0756 573 226,0a:6d:7f:b0:e3:b6,73.216.54.69,RO04KBOY2907030112730862,2025-04-08 18:02:04,35930,535,108,567984,b68190af-ac11-482c-ae41-3cb7cc72067a
Alexandra Gheorghiu,alexandragheorghiu,alexandragheorghiu@acasa.ro,1490628374198,2016-06-12,"Intrarea Andra Oprea Nr. 330, Moisei, 328798",0770 195 376,d2:54:c7:b5:2a:1e,187.199.40.121,RO29EHVB4388042594196285,2025-04-08 18:02:04,3467,515,415,174026,48447f21-c68e-48e5-86b7-a5b8b5bdcab3
Ștefania Popescu,ștefaniapopescu,ștefaniapopescu@141.ro,2480919101805,1916-06-04,"Aleea Ene Nr. 79, Sebes, 951940",0743 902 869,d2:b6:4a:0d:e4:35,13.220.97.79,RO04PPHA7388263190042139,2025-04-08 18:02:04,26245,911,331,1024920,2a3689e3-9101-4197-afe5-2ac1b13fb999
Petrișor Dochioiu,petrișordochioiu,petrișordochioiu@post.ro,2770424083946,1998-01-10,"Drumul Stoica Nr. 34, Boldesti-Scaeni, 494823",0742 365 102,04:d9:4c:51:36:70,35.100.147.137,RO35XHAQ4061085373754294,2025-04-08 18:02:04,35604,637,37,469494,8cc0f1a5-5cf9-4b13-a105-3c574178cf2a
Dida Gheorghiu,didagheorghiu,didagheorghiu@email.ro,1430624011793,1997-08-16,"Intrarea Tomescu Nr. 12, Onesti, 661956",0237 671 301,58:f7:0c:e3:7e:17,167.20.195.18,RO79EDSE8270936553885430,2025-04-08 18:02:04,35542,267,537,825617,2505a41e-4923-4f94-ae3b-42d5e51d2df0
Iancu Dinu,iancudinu,iancudinu@email.ro,3600322309079,1948-03-26,"Soseaua Dima, Darmanesti, 916443",0732 190 173,6a:dc:96:2a:0f:ae,58.150.14.115,RO44MAQV5080253884493963,2025-04-08 18:02:04,18366,393,664,381680,2d94ff3b-dabf-420f-8728-41eb5ce69df4
Evanghelina Preda,evanghelinapreda,evanghelinapreda@email.ro,5601010353720,2018-10-26,"Soseaua Cristea, Valea Mare (Negresti), 236511",0244 680 979,26:b5:d1:b5:12:e7,126.173.202.20,RO40ZENY7968731239976397,2025-04-08 18:02:04,21977,134,570,974874,a4f5c049-a05c-46a7-8cd8-92ee098f7fad
Darius Nistor,dariusnistor,dariusnistor@gmail.com,5710130408461,1912-04-27,"Aleea Tomescu Nr. 72 Bl. 32  Sc. 64 Ap. 218, Calarasi, 595025",0765 226 806,20:13:09:be:9f:20,133.29.156.178,RO86HFNM5045090604299318,2025-04-08 18:02:04,18755,561,163,1687178,bbad0227-7624-4a40-bbac-bd0044045dfa
Floriana Toma,florianatoma,florianatoma@email.ro,7460303510330,2023-12-16,"Bulevardul Barbu Nr. 79 Bl. 28  Sc. 39 Ap. 190, Beius, 189631",0756 781 391,42:c5:95:b5:f3:49,4.9.35.187,RO40FBGP5677433305415989,2025-04-08 18:02:04,26469,879,605,658876,c3c67af9-1d8f-41b5-a25b-95d28a92b134
Valentina Albu,valentinaalbu,valentinaalbu@kappa.ro,2160505441086,1937-03-02,"Strada Stoica Nr. 313, Talmaciu, 135444",0250 591 063,d0:6c:4c:9d:cd:0c,142.150.104.236,RO44BRUN2896244313919245,2025-04-08 18:02:04,34794,693,573,1112721,7245a176-4a23-4ff7-b50a-c16a2d001e33
George Gheorghiu,georgegheorghiu,georgegheorghiu@zzup.ro,7070230081805,2004-03-23,"Soseaua Preda Nr. 51 Bl. 89  Sc. 94 Ap. 420, Sancraiu de Mures, 366271",0258 758 944,fa:48:5b:ca:96:0d,143.44.200.8,RO27PFQM4214177390703959,2025-04-08 18:02:04,6178,278,73,1365814,771b6278-c1c9-47a9-bcbb-9b8e61e8c911
Oana Dumitrescu,oanadumitrescu,oanadumitrescu@141.ro,7820711141683,2003-11-23,"Strada Niculiță Aanei Nr. 60, Balan, 667585",0246 760 075,dc:9b:e6:be:4b:25,51.245.156.198,RO77FYHY8486728707429949,2025-04-08 18:02:04,11076,263,482,635272,b18200cf-6245-4b17-af07-89103c545f7f
Pavel Nistor,pavelnistor,pavelnistor@acasa.ro,4241008101520,1981-04-23,"Intrarea Stoica Nr. 512 Bl. 30  Sc. 38 Ap. 284, Baile Borsa, 424411",0255 978 972,18:79:23:9c:3f:2e,157.239.5.24,RO09DFRY9315422006801490,2025-04-08 18:02:04,13343,981,506,1128187,e0a4baff-6250-4523-9156-34b570a20e1b
Aleodor Florea,aleodorflorea,aleodorflorea@acasa.ro,8800114122017,1971-12-24,"Intrarea Manole, Beclean, 858207",0256 682 810,ce:e3:64:31:a8:1d,202.240.184.24,RO75JCDL2708341422589146,2025-04-08 18:02:04,28035,831,676,1607094,f89729b9-a739-41a5-897e-7fce73137341
Aureliana Tudor,aurelianatudor,aurelianatudor@email.ro,7860617194920,1920-07-30,"Intrarea Iustin Dochioiu, Jilava, 554421",0235 757 759,92:f5:a9:8c:3b:22,152.199.2.162,RO57TWCW3453416203534656,2025-04-08 18:02:04,19566,239,220,1412356,a2d57b58-0adb-442e-af89-3417471e9197
Eufrosina Stancu,eufrosinastancu,eufrosinastancu@141.ro,2630213091603,2021-11-19,"Bulevardul Mugurel Dinu Nr. 93, Draganesti-Olt, 682170",0763 715 420,5c:f0:c9:27:de:f8,185.27.254.133,RO54WVNM7644084677057703,2025-04-08 18:02:04,25536,105,521,376773,c61449b3-f1b4-4118-9819-547a78104063
Adi Diaconu,adidiaconu,adidiaconu@zzup.ro,1791225359288,1967-02-15,"Soseaua Tabacu Nr. 530 Bl. 42  Sc. 59 Ap. 740, Gugesti, 926719",0247 102 330,b2:0e:28:af:ee:cd,29.5.92.88,RO09QKKO1046948350478378,2025-04-08 18:02:04,16942,84,559,301490,14a613c4-1383-4774-9c61-f89534619193
Iurie Ardelean,iurieardelean,iurieardelean@141.ro,2160824197396,1946-08-26,"Intrarea Nistor Nr. 92, Dragu-Brad, 888805",0748 897 362,7a:c8:13:0b:d4:42,94.243.109.221,RO60YQFY0713531951085982,2025-04-08 18:02:04,20856,487,530,508229,aaad5973-8312-4f98-bebe-65abb0fc0887
Ștefan Georgescu,ștefangeorgescu,ștefangeorgescu@post.ro,1321107358006,1975-04-27,"Intrarea Codruța Marin Nr. 434 Bl. 44  Sc. 23 Ap. 831, Campina, 334715",0231 269 483,1e:70:83:da:c0:23,22.42.223.108,RO54UHXD0673941446850759,2025-04-08 18:02:04,24483,76,564,1328944,2fb11e19-902d-43f2-9e5b-c69922c66cda
Răducu Ardelean,răducuardelean,răducuardelean@kappa.ro,8470531123157,1995-07-03,"Strada Ababei Nr. 373 Bl. 82  Sc. 50 Ap. 489, Vlahita, 746303",0736 367 522,4a:3b:82:f7:3b:b1,156.245.156.88,RO89LUUM3613365081883067,2025-04-08 18:02:04,30074,914,175,723230,19c7a5c8-c342-41bf-9aec-65ef86a3a54c
Sânziana Ionescu,sânzianaionescu,sânzianaionescu@email.ro,2150211065421,1951-03-02,"Bulevardul Avram Florea Nr. 78, Targu Jiu, 219464",0720 864 037,da:08:8b:97:31:83,59.210.5.26,RO75NQEH5254819066970962,2025-04-08 18:02:04,25481,550,64,1822789,fc525f5e-428f-4de0-bf19-d54ea0f0a857
Ioana Toma,ioanatoma,ioanatoma@post.ro,3570829529291,1939-09-05,"Drumul Oprea Nr. 159, Caransebes, 813114",0260 430 573,38:2e:c1:c5:e8:c2,19.187.217.63,RO29UXHB0829700163190712,2025-04-08 18:02:04,2038,393,637,996947,2a874b70-5cb0-4549-bf17-b9fe7393cc92
